prefix,ok,chi_1(384),chi_2(384),chi_3(384),hash,CC
rc_-1800_-1800_1800,True,-0.015099090723947826,-15.040886350517708,147.8459861643498,290731621245947921195499163261927295824,0.0806
rc_-1800_-1800_600,True,-0.015099090723947826,-15.040886350517708,27.845986164349725,265928919491940368616544804110194603514,0.0801
rc_-1800_-600_-1200,True,-0.015099090723947826,104.95911364948222,-152.15401383565026,146221513468948622363000434964904634504,0.1349
rc_-1800_-600_1800,True,-0.015099090723947826,104.95911364948222,147.8459861643498,239016138869552740474846437595858330916,0.1424
rc_-1800_-1200_0,True,-0.015099090723947826,44.95911364948228,-32.154013835650275,254113618006617632701449915148053764124,0.0128
rc_-1800_0_-1200,True,-0.015099090723947826,164.95911364948228,-152.15401383565018,141719483661315532971609601247000152378,0.1526
rc_-1800_-1800_-1800,True,-0.015099090723947826,-15.040886350517708,147.8459861643498,290731621245947921195499163261927295824,0.0806
rc_-1800_-600_0,True,-0.015099090723947826,104.95911364948222,-32.15401383565023,255293253805338800438458104907682285315,0.1429
rc_-1800_-600_-600,True,-0.015099090723947826,104.95911364948222,-92.15401383565023,235527438710032297680726531596079431873,0.1143
rc_-1800_-600_1200,True,-0.015099090723947826,104.95911364948222,87.84598616434982,306359164012215689133190621821049849801,0.1148
rc_-1800_-1800_-600,True,-0.015099090723947826,-15.040886350517708,-92.15401383565033,294538445785235992013414522409649124470,0.0411
rc_-1800_-1200_600,True,-0.015099090723947826,44.95911364948228,27.84598616434978,186147320891958402491313612536724399220,0.0241
rc_-1800_-600_600,True,-0.015099090723947826,104.95911364948222,27.84598616434982,45371402741829608283056612306465617298,0.1353
rc_-1800_-1800_1200,True,-0.015099090723947826,-15.040886350517708,87.84598616434971,130359035388044988669289893234793836377,0.0475
rc_-1800_-1800_-1200,True,-0.015099090723947826,-15.040886350517708,-152.15401383565026,258936959404232569153206652327392650205,0.0777
rc_-1800_0_-600,True,-0.015099090723947826,164.95911364948228,-92.1540138356502,328321783339040654427736432867544159808,0.1303
rc_-1800_-1800_0,True,-0.015099090723947826,-15.040886350517708,-32.154013835650275,8148123669420081612110439455137122359,0.0775
rc_-1800_-1200_1200,True,-0.015099090723947826,44.95911364948228,87.84598616434968,36354904063806154318178341503407509377,0.0356
rc_-1800_-1200_-600,True,-0.015099090723947826,44.95911364948228,-92.15401383565028,174721939831992074871163759759747333224,0.0345
rc_-1800_0_600,True,-0.015099090723947826,164.95911364948228,27.845986164349835,321705309861156849925194118261975832841,0.1563
rc_-1800_0_-1800,True,-0.015099090723947826,164.95911364948228,147.8459861643497,170783676617867633013143528262175029988,0.1441
rc_-1800_-1200_1800,True,-0.015099090723947826,44.95911364948228,147.8459861643497,202935067040174862837801930200096817193,0.0319
rc_-1800_-600_-1800,True,-0.015099090723947826,104.95911364948222,147.8459861643498,239016138869552740474846437595858330916,0.1424
rc_-1800_0_0,True,-0.015099090723947826,164.95911364948228,-32.15401383565023,214510357727520456195300941798049546125,0.1445
rc_-1800_-1200_-1200,True,-0.015099090723947826,44.95911364948228,-152.15401383565032,70998932853697484735947945883771803222,0.0245
rc_-1800_-1200_-1800,True,-0.015099090723947826,44.95911364948228,147.8459861643497,202935067040174862837801930200096817193,0.0319
rc_-1800_0_1200,True,-0.015099090723947826,164.95911364948228,87.84598616434975,107321227240878457113412574859500645894,0.1203
rc_-1800_0_1800,True,-0.015099090723947826,164.95911364948228,147.8459861643497,170783676617867633013143528262175029988,0.1441
rc_-1800_600_0,True,-0.015099090723947826,-135.04088635051775,-32.15401383565029,318102887897964451774347874150255270503,0.1432
rc_-1800_600_-1200,True,-0.015099090723947826,-135.04088635051775,-152.15401383565026,124472165617103591580008446737797000030,0.1472
rc_-1800_600_-1800,True,-0.015099090723947826,-135.04088635051775,147.8459861643497,241090840083228225570140260970232980825,0.1317
rc_-1800_600_-600,True,-0.015099090723947826,-135.04088635051775,-92.1540138356503,260215002667139207796803837586169948005,0.1142
rc_-1800_1200_0,True,-0.015099090723947826,-75.04088635051771,-32.154013835650424,115628336686860079419200310752571726627,0.1376
rc_-1200_-1800_600,True,59.98490090927997,-15.040886350517757,27.845986164349686,293500548998731211791771085223330197013,0.1061
rc_-1200_-1800_-600,True,59.98490090927997,-15.040886350517757,-92.15401383565029,35707364249038813007469675050052865461,0.0416
rc_-1800_1800_-1200,True,-0.015099090723947826,-15.040886350517708,-152.15401383565026,258936959404232569153206652327392650205,0.0777
rc_-1800_1800_-1800,True,-0.015099090723947826,-15.040886350517708,147.8459861643498,290731621245947921195499163261927295824,0.0806
rc_-1800_600_600,True,-0.015099090723947826,-135.04088635051775,27.84598616434967,48152575966101624057486123699442545189,0.1513
rc_-1800_600_1800,True,-0.015099090723947826,-135.04088635051775,147.84598616434965,241090840083228225570140260970232980825,0.1317
rc_-1800_600_1200,True,-0.015099090723947826,-135.04088635051775,87.84598616434972,136257584817706306344256530719732482235,0.123
rc_-1800_1200_-1200,True,-0.015099090723947826,-75.04088635051771,-152.15401383565037,90294384231751143791695064304246204894,0.1514
rc_-1800_1200_-1800,True,-0.015099090723947826,-75.04088635051771,147.84598616434957,83235058315248205252899774216511864287,0.1316
rc_-1800_1200_-600,True,-0.015099090723947826,-75.04088635051771,-92.15401383565035,316141156424996693930531833546852102202,0.086
rc_-1800_1200_600,True,-0.015099090723947826,-75.04088635051771,27.84598616434959,60851143400422072354867483072771613588,0.1564
rc_-1800_1200_1200,True,-0.015099090723947826,-75.04088635051771,87.8459861643496,282403559510832476778430002159324260651,0.0822
rc_-1800_1800_1800,True,-0.015099090723947826,-15.040886350517708,147.8459861643498,290731621245947921195499163261927295824,0.0806
rc_-1800_1200_1800,True,-0.015099090723947826,-75.04088635051771,147.84598616434957,83235058315248205252899774216511864287,0.1316
rc_-1800_1800_0,True,-0.015099090723947826,-15.040886350517708,-32.15401383565023,8148123669420081612110439455137122359,0.0775
rc_-1800_1800_-600,True,-0.015099090723947826,-15.040886350517708,-92.15401383565033,294538445785235992013414522409649124470,0.0411
rc_-1200_-1800_0,True,59.98490090927997,-15.040886350517757,-32.15401383565031,168368084244954652419221381353427603258,0.0978
rc_-1800_1800_1200,True,-0.015099090723947826,-15.040886350517708,87.84598616434971,130359035388044988669289893234793836377,0.0475
rc_-1200_-1800_-1800,True,59.98490090927997,-15.040886350517757,147.84598616434977,312938323359972610797914507009115607164,0.11
rc_-1800_1800_600,True,-0.015099090723947826,-15.040886350517708,27.84598616434974,265928919491940368616544804110194603514,0.0801
rc_-1200_-1800_-1200,True,59.98490090927997,-15.040886350517757,-152.15401383565032,98538181266245758069574127161126657217,0.1144
rc_-1200_-1800_1200,True,59.98490090927997,-15.040886350517757,87.84598616434971,228030156803787337103578893347021898140,0.0493
rc_-1200_-1800_1800,True,59.98490090927997,-15.040886350517757,147.84598616434977,312938323359972610797914507009115607164,0.11
rc_-1200_-1200_600,True,59.98490090927997,44.95911364948235,27.845986164349558,197360950045391774287302770395255683221,0.1439
rc_-1200_-1200_-1800,True,59.98490090927997,44.95911364948235,147.84598616434957,53773493287777823925744002205368383027,0.1408
rc_-1200_-1200_-1200,True,59.98490090927997,44.95911364948235,-152.1540138356504,14422348903038807618106536978084166531,0.1426
rc_-1200_-1200_0,True,59.98490090927997,44.95911364948235,-32.15401383565037,138408013276795559691570476009145797519,0.14
rc_-1200_-600_1800,True,59.98490090927997,104.95911364948239,147.84598616434957,323374267235248200403152326624260693420,0.1388
rc_-1200_-1200_-600,True,59.98490090927997,44.95911364948235,-92.15401383565036,197469364332035828631920921150540129020,0.1413
rc_-1200_-600_600,True,59.98490090927997,104.95911364948239,27.845986164349604,185487212656644448261652296092037853757,0.1254
rc_-1200_-1200_1200,True,59.98490090927997,44.95911364948235,87.8459861643496,96427644658167721405388432480131236025,0.1415
rc_-1200_-1200_1800,True,59.98490090927997,44.95911364948235,147.84598616434957,53773493287777823925744002205368383027,0.1408
rc_-1200_600_0,True,59.98490090927997,-135.04088635051767,-32.15401383565035,217081527707684412095644540746616387869,0.1405
rc_-1200_-600_-1800,True,59.98490090927997,104.95911364948239,147.84598616434957,323374267235248200403152326624260693420,0.1388
rc_-1200_-600_-1200,True,59.98490090927997,104.95911364948239,-152.15401383565043,306433035021165288170051667690542809079,0.1241
rc_-1200_-600_-600,True,59.98490090927997,104.95911364948239,-92.15401383565042,251417924555031063828072399021488244792,0.1387
rc_-1200_-600_0,True,59.98490090927997,104.95911364948239,-32.1540138356504,153834819541419345821107302877739935650,0.1389
rc_-1200_0_-1800,True,59.98490090927997,164.95911364948233,147.8459861643497,8451054152091003780451472082421508289,0.1482
rc_-1200_0_-600,True,59.98490090927997,164.95911364948233,-92.15401383565033,208758880979610337244601752107588723288,0.1429
rc_-1200_-600_1200,True,59.98490090927997,104.95911364948239,87.84598616434963,333913033238292135150732020713793311491,0.1413
rc_-1200_0_-1200,True,59.98490090927997,164.95911364948233,-152.15401383565026,168708221701638367501496700745838280961,0.1527
rc_-1200_0_1200,True,59.98490090927997,164.95911364948233,87.84598616434963,25769447519944804599354901972808775896,0.1421
rc_-1200_600_-1800,True,59.98490090927997,-135.04088635051767,147.84598616434968,137002400395129492931976127607908101843,0.1413
rc_-1200_600_-600,True,59.98490090927997,-135.04088635051767,-92.15401383565036,292837699767819048120035284362493986117,0.1426
rc_-1200_0_0,True,59.98490090927997,164.95911364948233,-32.15401383565035,112718156348701460031987082068230899405,0.15
rc_-1200_0_1800,True,59.98490090927997,164.95911364948233,147.8459861643497,8451054152091003780451472082421508289,0.1482
rc_-1200_0_600,True,59.98490090927997,164.95911364948233,27.845986164349654,333082277425536723975431907737935755210,0.1549
rc_-1200_600_-1200,True,59.98490090927997,-135.04088635051767,-152.1540138356504,60251926456601684384046321493313038832,0.1429
rc_-1200_600_1200,True,59.98490090927997,-135.04088635051767,87.84598616434958,258179318273799079041054472409389756681,0.1435
rc_-1200_600_600,True,59.98490090927997,-135.04088635051767,27.845986164349604,84505539443683332712717228057598766690,0.1429
rc_-1200_600_1800,True,59.98490090927997,-135.04088635051767,147.84598616434963,137002400395129492931976127607908101843,0.1413
rc_-1200_1200_-1800,True,59.98490090927997,-75.04088635051767,147.84598616434963,38363415063978110529634743670487454814,0.1065
rc_-1200_1200_-1200,True,59.98490090927997,-75.04088635051767,-152.15401383565037,241566693082580618595201954108573970208,0.0821
rc_-1200_1200_0,True,59.98490090927997,-75.04088635051767,-32.15401383565049,183047120533003220975356544714930524264,0.1002
rc_-1200_1200_600,True,59.98490090927997,-75.04088635051767,27.845986164349544,253469025941987586555931294443024830829,0.0875
rc_-1200_1200_1800,True,59.98490090927997,-75.04088635051767,147.84598616434963,38363415063978110529634743670487454814,0.1065
rc_-1200_1200_-600,True,59.98490090927997,-75.04088635051767,-92.15401383565046,330017549701189770175583160858944388667,0.0397
rc_-1200_1800_-1200,True,59.98490090927997,-15.040886350517757,-152.15401383565032,98538181266245758069574127161126657217,0.1144
rc_-1200_1200_1200,True,59.98490090927997,-75.04088635051767,87.8459861643495,89514318541138612497364614615185088755,0.02
rc_-1200_1800_1800,True,59.98490090927997,-15.040886350517757,147.84598616434977,312938323359972610797914507009115607164,0.11
rc_-1200_1800_-600,True,59.98490090927997,-15.040886350517757,-92.15401383565029,35707364249038813007469675050052865461,0.0416
rc_-1200_1800_-1800,True,59.98490090927997,-15.040886350517757,147.84598616434977,312938323359972610797914507009115607164,0.11
rc_-600_-1200_-1800,True,119.98490090927987,44.95911364948227,147.84598616434982,214498928155160964470678971913366997833,0.1094
rc_-1200_1800_0,True,59.98490090927997,-15.040886350517757,-32.15401383565031,168368084244954652419221381353427603258,0.0978
rc_-1200_1800_600,True,59.98490090927997,-15.040886350517757,27.845986164349686,293500548998731211791771085223330197013,0.1061
rc_-1200_1800_1200,True,59.98490090927997,-15.040886350517757,87.84598616434971,228030156803787337103578893347021898140,0.0493
rc_-600_-1800_0,True,119.98490090927987,-15.040886350517757,-32.15401383565016,135441733863965798718410207570728820735,0.1105
rc_-600_-1800_-1200,True,119.98490090927987,-15.040886350517757,-152.15401383565006,85957312850447475924821383802392097989,0.1111
rc_-600_-1200_-600,True,119.98490090927987,44.95911364948227,-92.15401383565019,188809388494817969848084989974574707565,0.098
rc_-600_-1800_-1800,True,119.98490090927987,-15.040886350517757,147.8459861643498,194840227894702421195845162261115913526,0.1103
rc_-600_-1800_600,True,119.98490090927987,-15.040886350517757,27.84598616434989,291891382115158766673568605365366044096,0.1108
rc_-600_-1800_1800,True,119.98490090927987,-15.040886350517757,147.8459861643498,194840227894702421195845162261115913526,0.1103
rc_-600_-1200_1800,True,119.98490090927987,44.95911364948227,147.84598616434982,214498928155160964470678971913366997833,0.1094
rc_-600_-1200_1200,True,119.98490090927987,44.95911364948227,87.8459861643498,318023184723155415394272904850527796310,0.0992
rc_-600_-1800_-600,True,119.98490090927987,-15.040886350517757,-92.15401383565015,257501462905175986437881022725005331635,0.1104
rc_-600_-1200_0,True,119.98490090927987,44.95911364948227,-32.1540138356502,125239231910571416524893318884388926098,0.1098
rc_-600_-1200_600,True,119.98490090927987,44.95911364948227,27.845986164349767,34359640642288450195917414299953737967,0.0864
rc_-600_-1800_1200,True,119.98490090927987,-15.040886350517757,87.84598616434984,295482699528772848952720906327773154908,0.1109
rc_-600_-1200_-1200,True,119.98490090927987,44.95911364948227,-152.15401383565015,52463036125911906638527622640328228172,0.0863
rc_-600_600_1800,True,119.98490090927987,-135.04088635051772,147.84598616434982,198973839732661519187668581125860453040,0.1078
rc_-600_1200_-600,True,119.98490090927987,-75.04088635051777,-92.1540138356502,93325958003575141043570301614188976405,0.1088
rc_-600_1200_600,True,119.98490090927987,-75.04088635051777,27.84598616434979,121216773171631022525406765644445738534,0.1078
rc_-600_-600_600,True,119.98490090927987,104.9591136494822,27.8459861643499,325610700970171947696533261386987250528,0.0222
rc_-600_-600_0,True,119.98490090927987,104.9591136494822,-32.154013835650055,314822617004195460948681375852494888138,0.0598
rc_-600_-600_-1200,True,119.98490090927987,104.9591136494822,-152.15401383565012,105721200773303775550491909431344147159,0.0221
rc_-600_1800_-1800,True,119.98490090927987,-15.040886350517757,147.8459861643498,194840227894702421195845162261115913526,0.1103
rc_-600_1800_-1200,True,119.98490090927987,-15.040886350517757,-152.15401383565023,85957312850447475924821383802392097989,0.1111
rc_-600_1800_-600,True,119.98490090927987,-15.040886350517757,-92.15401383565023,257501462905175986437881022725005331635,0.1104
rc_-600_0_1200,True,119.98490090927987,164.95911364948225,87.84598616434982,334268759037324511012953547059816919587,0.1278
rc_-600_1200_-1200,True,119.98490090927987,-75.04088635051777,-152.15401383565026,304540929306498060066695154027224143854,0.1076
rc_-600_1800_0,True,119.98490090927987,-15.040886350517757,-32.15401383565026,135441733863965798718410207570728820735,0.1105
rc_-600_-600_1200,True,119.98490090927987,104.9591136494822,87.84598616434995,229710683973877709302685682519234541465,0.1012
rc_-600_0_-1200,True,119.98490090927987,164.95911364948225,-152.15401383565018,137530460818005544108031293295624252196,0.1304
rc_-600_0_-1800,True,119.98490090927987,164.95911364948225,147.84598616434988,229470720347486417045663326939369109511,0.1351
rc_-600_600_1200,True,119.98490090927987,-135.04088635051772,87.84598616434988,307944059498579608427153669585333903825,0.1086
rc_-600_0_600,True,119.98490090927987,164.95911364948225,27.845986164349803,258071229130834756150379451712500913791,0.1329
rc_-600_600_-1200,True,119.98490090927987,-135.04088635051772,-152.1540138356502,204799171526774523367700413057864339960,0.1092
rc_-600_-600_-600,True,119.98490090927987,104.9591136494822,-92.15401383565002,66195116622840884768449709627573850224,0.0994
rc_-600_-600_-1800,True,119.98490090927987,104.9591136494822,147.84598616434994,282627271283228139957828861032718576434,0.0586
rc_-600_-600_1800,True,119.98490090927987,104.9591136494822,147.84598616434994,282627271283228139957828861032718576434,0.0586
rc_-600_0_1800,True,119.98490090927987,164.95911364948225,147.84598616434982,229470720347486417045663326939369109511,0.1351
rc_-600_0_-600,True,119.98490090927987,164.95911364948225,-92.15401383565015,139194643147552480073483773731142620034,0.1316
rc_-600_600_-600,True,119.98490090927987,-135.04088635051772,-92.1540138356501,284705852131189253342507190288900101177,0.1091
rc_-600_600_0,True,119.98490090927987,-135.04088635051772,-32.15401383565016,244412347843664620708907136937472230829,0.1083
rc_-600_0_0,True,119.98490090927987,164.95911364948225,-32.154013835650176,143984469527088367460199269835829587548,0.1541
rc_-600_600_600,True,119.98490090927987,-135.04088635051772,27.84598616434982,66287031908053475407244536234887982327,0.1086
rc_-600_1200_-1800,True,119.98490090927987,-75.04088635051777,147.84598616434977,185147120068768569778234725520909431287,0.1088
rc_-600_1200_1200,True,119.98490090927987,-75.04088635051777,87.84598616434977,71089217542728172844586917430406655531,0.1092
rc_-600_1200_0,True,119.98490090927987,-75.04088635051777,-32.15401383565021,304792586673278905739171049967537867269,0.1081
rc_-600_600_-1800,True,119.98490090927987,-135.04088635051772,147.84598616434982,198973839732661519187668581125860453040,0.1078
rc_-600_1800_600,True,119.98490090927987,-15.040886350517757,27.84598616434975,291891382115158766673568605365366044096,0.1108
rc_-600_1800_1800,True,119.98490090927987,-15.040886350517757,147.84598616434974,194840227894702421195845162261115913526,0.1103
rc_-600_1800_1200,True,119.98490090927987,-15.040886350517757,87.84598616434975,295482699528772848952720906327773154908,0.1109
rc_-600_1200_1800,True,119.98490090927987,-75.04088635051777,147.84598616434977,185147120068768569778234725520909431287,0.1088
rc_0_-1800_-1800,True,179.98490090927604,-15.040886350517683,147.84598616434977,2991625344569628216190241613903038961,0.0116
rc_0_-1800_-1200,True,179.98490090927604,-15.040886350517683,-152.15401383565023,183568779815363272000613758671517265574,0.0011
rc_0_-1200_-1200,True,179.98490090927604,44.95911364948228,-152.15401383565035,39625484321559688943621823181343408092,0.0005
rc_0_-1200_1800,True,179.98490090927604,44.95911364948228,147.84598616434965,105414185742637983202991651591103229799,0.0092
rc_0_-1800_1800,True,179.98490090927604,-15.040886350517683,147.84598616434977,2991625344569628216190241613903038961,0.0116
rc_0_-1800_-600,True,179.98490090927604,-15.040886350517683,-92.15401383565023,192884683283147736348651821133095628398,0.0114
rc_0_-1800_0,True,179.98490090927604,-15.040886350517683,-32.154013835650225,197867527847984181409814427444179995725,0.0034
rc_0_-1800_600,True,179.98490090927604,-15.040886350517683,27.84598616434975,77419247231483342684415829059399960139,0.0007
rc_0_-1800_1200,True,179.98490090927604,-15.040886350517683,87.84598616434975,102921312603130024910486200680916803222,0.0112
rc_0_-600_0,True,179.98490090927604,104.95911364948228,-32.15401383565029,297546391905456307643995434222168635503,-0.0667
rc_0_-1200_-600,True,179.98490090927604,44.95911364948228,-92.15401383565026,57464054008358696733448094757390397771,0.0075
rc_0_-600_600,True,179.98490090927604,104.95911364948228,27.845986164349725,183739745925614933299176932209188143283,-0.0282
rc_0_-1200_-1800,True,179.98490090927604,44.95911364948228,147.84598616434965,105414185742637983202991651591103229799,0.0092
rc_0_-600_-600,True,179.98490090927604,104.95911364948228,-92.15401383565028,331838632701420876399081654105982790350,-0.0194
rc_0_-1200_600,True,179.98490090927604,44.95911364948228,27.84598616434974,265224407335276610816382428492290987050,0.0003
rc_0_-1200_1200,True,179.98490090927604,44.95911364948228,87.84598616434972,168045453547730845443058817771340687368,0.0008
rc_0_-600_-1800,True,179.98490090927604,104.95911364948228,147.84598616434965,80220734579307819449753740191971802670,-0.0606
rc_0_-1200_0,True,179.98490090927604,44.95911364948228,-32.15401383565026,9210163501706163858906733344581466754,0.0017
rc_0_-600_-1200,True,179.98490090927604,104.95911364948228,-152.15401383565023,74938173503445036651913532773359869796,-0.0338
rc_0_0_-1200,True,179.98490090927604,164.95911364948228,-152.15401383565023,229450576623694574330462684678166946276,0.0001
rc_0_0_-1800,True,179.98490090927604,164.95911364948228,147.8459861643497,10887053552752825913838847130593836658,-0.0003
rc_0_-600_1200,True,179.98490090927604,104.95911364948228,87.84598616434971,5826437325456288800201732037652903292,-0.0314
rc_0_-600_1800,True,179.98490090927604,104.95911364948228,147.8459861643497,80220734579307819449753740191971802670,-0.0606
